"gene_name","gene_id_mat","chromosome_mat","gene_id_pat","chromosome_pat","rpm_mouse_1_female_mat_bl6","rpm_mouse_2_female_mat_bl6","rpm_mouse_4_female_mat_bl6","rpm_mouse_7_male_mat_bl6","rpm_mouse_8_male_mat_bl6","rpm_mouse_1_female_pat_cast","rpm_mouse_2_female_pat_cast","rpm_mouse_4_female_pat_cast","rpm_mouse_7_male_pat_cast","rpm_mouse_8_male_pat_cast"
"1700039E22Rik","ENSMUSG00000092369","19","MGP_CASTEiJ_G0003362","19",0,0,0,0,0,0,0,0,0,0
"1700039M10Rik","ENSMUSG00000097933","14","MGP_CASTEiJ_G0005409","14",0,0,0.400376353772546,0,0,0,0.304245903709214,0,0,0.295288727411889
"1700039M15Rik","ENSMUSG00000104086","9","MGP_CASTEiJ_G0007323","9",0,0,0,0,0,0,0,0,0,0.295288727411889
"1700040D17Rik","ENSMUSG00000097515","3","MGP_CASTEiJ_G0006093","3",0,0,0,0,0,0,0,0,0,0
"1700040F17Rik","ENSMUSG00000101568","15","MGP_CASTEiJ_G0003167","15",0,0,0,0.264332435043608,0,0,0,0,0,0
"1700040L08Rik","ENSMUSG00000107406","6","MGP_CASTEiJ_G0004160","6",0.284672141671077,0,0,0,0.490172050389687,0,0,0,0.315874028174068,0
"1700041C23Rik","ENSMUSG00000100282","9","MGP_CASTEiJ_G0007259","9",0,0,0,0.792997305130825,0,0,0,0,0,0.295288727411889
"1700041G16Rik","ENSMUSG00000054822","8","MGP_CASTEiJ_G0004420","8",0.569344283342153,0,0,0.264332435043608,0.245086025194843,0,0.304245903709214,0.986596105313215,0,0
"1700041M05Rik","ENSMUSG00000087010","4","MGP_CASTEiJ_G0006354","4",0,0,0,0,0,0,0,0,0,0
"1700042D02Rik","ENSMUSG00000105991","9","MGP_CASTEiJ_G0007255","9",0,0,0,0,0,0,0,0,0,0
"1700042G15Rik","ENSMUSG00000087044","4","MGP_CASTEiJ_G0006285","4",0,0,0,0,0,0,0,0,0,0
"1700042O10Rik","ENSMUSG00000086391","11","MGP_CASTEiJ_G0002813","11",0,0,0,0,0,0,0,0,0,0
"1700044C05Rik","ENSMUSG00000099911","14","MGP_CASTEiJ_G0005432","14",0,0,0,0,0,0,0,0,0,0
"1700044K03Rik","ENSMUSG00000100297","18","MGP_CASTEiJ_G0005645","18",0,0,0,0,0,0,0,0,0,0
"1700045H11Rik","ENSMUSG00000078492","4","MGP_CASTEiJ_G0003887","4",1.70803285002646,0,0,2.11465948034887,0.490172050389687,0.343862045298323,0.912737711127642,0.986596105313215,1.26349611269627,0.885866182235666
"1700046C09Rik","ENSMUSG00000085561","11","MGP_CASTEiJ_G0005031","11",0,0,0,0,0,0,0,0,0,0
"1700047F07Rik","ENSMUSG00000085549","4","MGP_CASTEiJ_G0006334","4",0,0,0,0,0,0,0,0,0,0
"1700047G03Rik","ENSMUSG00000099349","15","MGP_CASTEiJ_G0005440","15",0,0,0,0.264332435043608,0,0.343862045298323,0,0,0,2.06702109188322
"1700047K16Rik","ENSMUSG00000087347","11","MGP_CASTEiJ_G0014485","11",0,0,0,0,0,0.343862045298323,0,0,0.315874028174068,0
"1700047L14Rik","ENSMUSG00000101762","5","MGP_CASTEiJ_G0004010","5",0,0,0,0,0,0,0,0,0,0
"1700047M11Rik","ENSMUSG00000100147","1","MGP_CASTEiJ_G0004915","1",0,0,0,0.528664870087217,0,0,0,0,0,0
"1700048F04Rik","ENSMUSG00000105274","5","MGP_CASTEiJ_G0006646","5",0,0,0,0,0,0,0,0,0,0
"1700048M11Rik","ENSMUSG00000085637","16","MGP_CASTEiJ_G0003241","16",1.13868856668431,0,0.800752707545092,0,0,0.687724090596645,0,0.328865368437738,0.315874028174068,0
"1700048O20Rik","ENSMUSG00000043773","9","MGP_CASTEiJ_G0034444","9",0,0,0,0,0,0,0,0,0,0
"1700049E15Rik","ENSMUSG00000085077","6","MGP_CASTEiJ_G0006924","6",0,0,0,0,0,0,0,0,0,0
"1700049E22Rik","ENSMUSG00000101553","6","MGP_CASTEiJ_G0006859","6",0,0,0,0,0,0,0,0,0,0
"1700051A21Rik","ENSMUSG00000086951","11","MGP_CASTEiJ_G0014496","11",0,0,0,0,0,0,0,0,0,0
"1700052I22Rik","ENSMUSG00000101912","12","MGP_CASTEiJ_G0005234","12",0,0,0,0,0.245086025194843,0,0,0,0,0
"1700052K11Rik","ENSMUSG00000099681","11","MGP_CASTEiJ_G0002967","11",4.27008212506615,2.84109619822586,2.00188176886273,3.43632165556691,5.14680652909171,6.53337886066813,5.47642626676585,3.28865368437738,4.73811042261102,5.01990836600211
"1700054A03Rik","ENSMUSG00000099988","19","MGP_CASTEiJ_G0005697","19",0,0,0,1.32166217521804,0.245086025194843,0,0,0,0,0
"1700054K02Rik","ENSMUSG00000097001","1","MGP_CASTEiJ_G0002612","1",0,0,0,0,0,0,0,0,0,0
"1700054K19Rik","ENSMUSG00000100219","6","MGP_CASTEiJ_G0006868","6",0,0,0,0,0,0,0,0,0,0
"1700054M17Rik","ENSMUSG00000085889","2","MGP_CASTEiJ_G0003501","2",0,0,0,0,0,0,0,0,0,0
"1700055C04Rik","ENSMUSG00000093616","9","MGP_CASTEiJ_G0015056","9",0,0,0,0,0,0,0,0,0,0
"1700055D18Rik","ENSMUSG00000070997","4","MGP_CASTEiJ_G0003774","4",0.284672141671077,0,0,0.264332435043608,0.73525807558453,2.06317227178994,0.912737711127642,1.31546147375095,0.315874028174068,1.47644363705944
"1700056E22Rik","ENSMUSG00000044854","1","MGP_CASTEiJ_G0016251","1",0,1.03312589026395,0.400376353772546,1.58599461026165,3.92137640311749,0,1.52122951854607,0,3.15874028174068,3.83875345635455
"1700056N10Rik","ENSMUSG00000084792","16","MGP_CASTEiJ_G0005501","16",0.569344283342153,0.774844417697963,0.400376353772546,1.58599461026165,0.245086025194843,1.37544818119329,0.304245903709214,1.64432684218869,0.631748056348136,0.590577454823778
