gene_id	gene_name	chromosome	count
MGP_CASTEiJ_G0035203	Grpr	X	0
MGP_CASTEiJ_G0035204	Rnf138rt1	X	0
MGP_CASTEiJ_G0014382		X	0
MGP_CASTEiJ_G0035205	Ap1s2	X	11
MGP_CASTEiJ_G0035206	Zrsr2	X	29
MGP_CASTEiJ_G0035207	Car5b	X	8
MGP_CASTEiJ_G0035208		X	0
MGP_CASTEiJ_G0035209	Tmem27	X	0
MGP_CASTEiJ_G0035637	n-R5s18	X	0
MGP_CASTEiJ_G0035210	Ace2	X	21
MGP_CASTEiJ_G0035211	Bmx	X	0
MGP_CASTEiJ_G0037153	Gm25367	X	0
MGP_CASTEiJ_G0035212	Pir	X	2
MGP_CASTEiJ_G0038390	Gm22023	X	0
MGP_CASTEiJ_G0035213	Vegfd	X	0
MGP_CASTEiJ_G0035214	Piga	X	9
MGP_CASTEiJ_G0035215	Asb11	X	2
MGP_CASTEiJ_G0014383		X	0
MGP_CASTEiJ_G0035216	Asb9	X	0
MGP_CASTEiJ_G0013772		X	0
MGP_CASTEiJ_G0037089	Gm23678	X	0
MGP_CASTEiJ_G0013773		X	0
MGP_CASTEiJ_G0014384		X	0
MGP_CASTEiJ_G0035217	Mospd2	X	49
MGP_CASTEiJ_G0035218	Fancb	X	5
MGP_CASTEiJ_G0035219	Glra2	X	0
MGP_CASTEiJ_G0014385		X	0
MGP_CASTEiJ_G0013774		X	0
MGP_CASTEiJ_G0037154	Gm22062	X	0
MGP_CASTEiJ_G0002327		X	0
MGP_CASTEiJ_G0002328		X	0
MGP_CASTEiJ_G0014386		X	0
MGP_CASTEiJ_G0014387		X	0
MGP_CASTEiJ_G0035220	Gemin8	X	17
MGP_CASTEiJ_G0014388		X	0
MGP_CASTEiJ_G0035221	Gpm6b	X	25
MGP_CASTEiJ_G0035222	Ofd1	X	12
MGP_CASTEiJ_G0035223	Trappc2	X	10
MGP_CASTEiJ_G0035224	Rab9	X	205
MGP_CASTEiJ_G0014389		X	0
MGP_CASTEiJ_G0014390		X	0
MGP_CASTEiJ_G0014391		X	0
MGP_CASTEiJ_G0014392		X	0
MGP_CASTEiJ_G0035225	Tceanc	X	17
MGP_CASTEiJ_G0035226	Egfl6	X	676
MGP_CASTEiJ_G0007396	Gm15226	X	0
MGP_CASTEiJ_G0007397	Gm1720	X	0
MGP_CASTEiJ_G0007398	Gm15230	X	2
MGP_CASTEiJ_G0014393		X	0
MGP_CASTEiJ_G0009094	Gm44376	X	0
MGP_CASTEiJ_G0009095	Gm22368	X	0
MGP_CASTEiJ_G0014394		X	3
MGP_CASTEiJ_G0007399	Gm8817	X	0
MGP_CASTEiJ_G0007400	Gm15232	X	0
MGP_CASTEiJ_G0007401	Gm15228	X	0
MGP_CASTEiJ_G0035227	Tmsb4x	X	16
MGP_CASTEiJ_G0035228	Tlr8	X	0
MGP_CASTEiJ_G0034566	Chst7	X	0
MGP_CASTEiJ_G0035229	Tlr7	X	0
MGP_CASTEiJ_G0035230	Prps2	X	291
MGP_CASTEiJ_G0004619	Gm15239	X	0
MGP_CASTEiJ_G0038391	Gm26368	X	0
MGP_CASTEiJ_G0014395		X	0
MGP_CASTEiJ_G0035231	Frmpd4	X	0
MGP_CASTEiJ_G0034567	Slc9a7	X	4
MGP_CASTEiJ_G0014396		X	0
MGP_CASTEiJ_G0035638	Gm24772	X	0
MGP_CASTEiJ_G0014397		X	0
MGP_CASTEiJ_G0014398		X	0
MGP_CASTEiJ_G0014399		X	0
MGP_CASTEiJ_G0014400		X	0
MGP_CASTEiJ_G0037155	Gm23197	X	0
MGP_CASTEiJ_G0035232	Msl3	X	10
MGP_CASTEiJ_G0014401		X	0
MGP_CASTEiJ_G0035233	Arhgap6	X	9
MGP_CASTEiJ_G0004620	Gm15261	X	0
MGP_CASTEiJ_G0035234	Amelx	X	0
MGP_CASTEiJ_G0035235	Hccs	X	12
MGP_CASTEiJ_G0009643	Gm27980	X	0
MGP_CASTEiJ_G0015115	Gm15246	X	0
MGP_CASTEiJ_G0038524		X	0
MGP_CASTEiJ_G0007402	Gm15245	X	0
MGP_CASTEiJ_G0038392	Gm25651	X	0
MGP_CASTEiJ_G0035236	4933400A11Rik	X	0
MGP_CASTEiJ_G0039383		X	63
MGP_CASTEiJ_G0035237		X	0
MGP_CASTEiJ_G0013775		X	0
MGP_CASTEiJ_G0034568	Rp2	X	8
MGP_CASTEiJ_G0013776		X	0
MGP_CASTEiJ_G0013777		X	0
MGP_CASTEiJ_G0034569	Jade3	X	39
MGP_CASTEiJ_G0013778		X	0
MGP_CASTEiJ_G0034489	Ccnb3	X	0
MGP_CASTEiJ_G0013779		X	2
MGP_CASTEiJ_G0034570	Rgn	X	6
MGP_CASTEiJ_G0037090	Gm23628	X	0
MGP_CASTEiJ_G0034571	Ndufb11	X	108
MGP_CASTEiJ_G0034572	Rbm10	X	37
MGP_CASTEiJ_G0034573	Uba1	X	48
MGP_CASTEiJ_G0034574	Cdk16	X	21
MGP_CASTEiJ_G0034575	Usp11	X	11
MGP_CASTEiJ_G0034576	Araf	X	16
MGP_CASTEiJ_G0037091	Gm26065	X	0
MGP_CASTEiJ_G0008997	Gm24824	X	0
MGP_CASTEiJ_G0013780		X	0
MGP_CASTEiJ_G0034577	Syn1	X	3
MGP_CASTEiJ_G0008998	Mir5617	X	0
MGP_CASTEiJ_G0034578	Timp1	X	0
MGP_CASTEiJ_G0013781		X	0
MGP_CASTEiJ_G0034579	Cfp	X	6
MGP_CASTEiJ_G0034580	Elk1	X	12
MGP_CASTEiJ_G0034581	Uxt	X	3
MGP_CASTEiJ_G0015088	A230072C01Rik	X	1
MGP_CASTEiJ_G0013782		X	15
MGP_CASTEiJ_G0034582	Zfp182	X	10
MGP_CASTEiJ_G0034583	Spaca5	X	0
MGP_CASTEiJ_G0034584	Zfp300	X	0
MGP_CASTEiJ_G0013715		X	0
MGP_CASTEiJ_G0034585	Ssxa1	X	0
MGP_CASTEiJ_G0034586		X	0
MGP_CASTEiJ_G0007352	4930453H23Rik	X	0
MGP_CASTEiJ_G0007353	Gm6938	X	0
MGP_CASTEiJ_G0038510		X	0
MGP_CASTEiJ_G0007354	Gm26593	X	0
MGP_CASTEiJ_G0034490	Akap4	X	0
MGP_CASTEiJ_G0034587	Agtr2	X	0
MGP_CASTEiJ_G0038338	Gm22592	X	0
MGP_CASTEiJ_G0013783		X	0
MGP_CASTEiJ_G0013784		X	0
MGP_CASTEiJ_G0034588	Slc6a14	X	0
MGP_CASTEiJ_G0035620	Gm25553	X	0
MGP_CASTEiJ_G0034589	Gm28269	X	3
MGP_CASTEiJ_G0013785		X	0
MGP_CASTEiJ_G0013719		X	0
MGP_CASTEiJ_G0013786		X	0
MGP_CASTEiJ_G0013787		X	0
MGP_CASTEiJ_G0034491	Clcn5	X	28
MGP_CASTEiJ_G0037092	Gm25812	X	0
MGP_CASTEiJ_G0013788		X	0
MGP_CASTEiJ_G0013789		X	0
MGP_CASTEiJ_G0038511		X	0
MGP_CASTEiJ_G0037093	Gm26131	X	0
MGP_CASTEiJ_G0038336	Gm26401	X	0
MGP_CASTEiJ_G0034590	Klhl13	X	14
MGP_CASTEiJ_G0008987	Mir500	X	0
MGP_CASTEiJ_G0008988	Mir501	X	0
MGP_CASTEiJ_G0008989	Mir362	X	0
MGP_CASTEiJ_G0008990	Mir188	X	0
MGP_CASTEiJ_G0008991	Mir532	X	0
MGP_CASTEiJ_G0038512		X	0
MGP_CASTEiJ_G0013790		X	0
MGP_CASTEiJ_G0034591		X	0
MGP_CASTEiJ_G0013791		X	0
MGP_CASTEiJ_G0034592	Gm4907	X	0
MGP_CASTEiJ_G0034593	Gm4985	X	0
MGP_CASTEiJ_G0008999	Gm25299	X	0
MGP_CASTEiJ_G0034492	Usp27x	X	2
MGP_CASTEiJ_G0015080	Gm14379	X	0
MGP_CASTEiJ_G0013792		X	0
MGP_CASTEiJ_G0039338		X	0
MGP_CASTEiJ_G0035705	Gm25624	X	0
MGP_CASTEiJ_G0034594	Dock11	X	0
MGP_CASTEiJ_G0034595	Il13ra1	X	0
MGP_CASTEiJ_G0015081	2010204K13Rik	X	0
MGP_CASTEiJ_G0034596	Zcchc12	X	0
MGP_CASTEiJ_G0013793		X	0
MGP_CASTEiJ_G0013794		X	0
MGP_CASTEiJ_G0013795		X	0
MGP_CASTEiJ_G0034597	Lonrf3	X	7
MGP_CASTEiJ_G0037094	Gm25047	X	0
MGP_CASTEiJ_G0013796		X	1
MGP_CASTEiJ_G0009000	Gm44485	X	0
MGP_CASTEiJ_G0034598		X	2
MGP_CASTEiJ_G0037095	Gm22364	X	0
MGP_CASTEiJ_G0034599	Gm14569	X	0
MGP_CASTEiJ_G0034600	Pgrmc1	X	14
MGP_CASTEiJ_G0034601	Akap17b	X	4
MGP_CASTEiJ_G0013797		X	0
MGP_CASTEiJ_G0013798		X	0
MGP_CASTEiJ_G0034602	Slc25a43	X	0
MGP_CASTEiJ_G0038339	Gm23613	X	0
MGP_CASTEiJ_G0004586	Gm14549	X	0
MGP_CASTEiJ_G0007355	Mdrl	X	0
MGP_CASTEiJ_G0034603	C330007P06Rik	X	52
MGP_CASTEiJ_G0038513		X	0
MGP_CASTEiJ_G0013799		X	0
MGP_CASTEiJ_G0034604	Ube2a	X	6
MGP_CASTEiJ_G0034605	Nkrf	X	0
MGP_CASTEiJ_G0004587	Gm15008	X	0
MGP_CASTEiJ_G0034606	Sept6	X	0
MGP_CASTEiJ_G0013800		X	0
MGP_CASTEiJ_G0034607	Sowahd	X	0
MGP_CASTEiJ_G0037096	Gm26099	X	0
MGP_CASTEiJ_G0009611	Gm24809	X	0
MGP_CASTEiJ_G0034608	Rpl39	X	0
MGP_CASTEiJ_G0038340	Snora69	X	0
MGP_CASTEiJ_G0034609	Upf3b	X	12
MGP_CASTEiJ_G0034610	Nkap	X	10
MGP_CASTEiJ_G0034611	Akap14	X	0
MGP_CASTEiJ_G0013720		X	0
MGP_CASTEiJ_G0034612	Ndufa1	X	0
MGP_CASTEiJ_G0034613	Rnf113a1	X	0
MGP_CASTEiJ_G0034614	Gm9	X	0
MGP_CASTEiJ_G0034615	Rhox1	X	0
MGP_CASTEiJ_G0013721		X	0
MGP_CASTEiJ_G0013722		X	0
MGP_CASTEiJ_G0038337	Gm23082	X	0
MGP_CASTEiJ_G0034493	Ppp1r3f	X	1
MGP_CASTEiJ_G0015082	Gm36995	X	0
MGP_CASTEiJ_G0039339		X	0
MGP_CASTEiJ_G0034616	Rhox5	X	0
MGP_CASTEiJ_G0034618	Rhox6	X	0
MGP_CASTEiJ_G0004581	Ppp1r3fos	X	0
MGP_CASTEiJ_G0039340		X	0
MGP_CASTEiJ_G0039341		X	0
MGP_CASTEiJ_G0034494	Foxp3	X	0
MGP_CASTEiJ_G0034619	Btg1-ps1	X	0
MGP_CASTEiJ_G0034620		X	0
MGP_CASTEiJ_G0034621	Rhox10	X	0
MGP_CASTEiJ_G0034622	Rhox11	X	0
MGP_CASTEiJ_G0039342		X	0
MGP_CASTEiJ_G0034495	Ccdc22	X	0
MGP_CASTEiJ_G0034623	Rhox12	X	0
MGP_CASTEiJ_G0034624	Rhox13	X	0
MGP_CASTEiJ_G0034625	Zbtb33	X	2
MGP_CASTEiJ_G0034626	Tmem255a	X	0
MGP_CASTEiJ_G0034496	Cacna1f	X	0
MGP_CASTEiJ_G0034627	Atp1b4	X	0
MGP_CASTEiJ_G0034628	BC049702	X	0
MGP_CASTEiJ_G0039343		X	0
MGP_CASTEiJ_G0013801		X	0
MGP_CASTEiJ_G0034629	Lamp2	X	62
MGP_CASTEiJ_G0007356	Gm7598	X	1
MGP_CASTEiJ_G0034497	Syp	X	0
MGP_CASTEiJ_G0034630	Cul4b	X	7
MGP_CASTEiJ_G0034631		X	9
MGP_CASTEiJ_G0034632	C1galt1c1	X	0
MGP_CASTEiJ_G0004582	Gm14703	X	0
MGP_CASTEiJ_G0034498	Prickle3	X	17
MGP_CASTEiJ_G0007357	Gm14565	X	0
MGP_CASTEiJ_G0009001	Gm25642	X	0
MGP_CASTEiJ_G0013802		X	0
MGP_CASTEiJ_G0034499		X	0
MGP_CASTEiJ_G0034500		X	0
MGP_CASTEiJ_G0013803		X	0
MGP_CASTEiJ_G0034501	Magix	X	4
MGP_CASTEiJ_G0034633	6030498E09Rik	X	0
MGP_CASTEiJ_G0013723		X	0
MGP_CASTEiJ_G0013804		X	0
MGP_CASTEiJ_G0013805		X	0
MGP_CASTEiJ_G0034502	Gpkow	X	44
MGP_CASTEiJ_G0013806		X	0
MGP_CASTEiJ_G0037097	Gm26437	X	0
MGP_CASTEiJ_G0034634	Cypt15	X	0
MGP_CASTEiJ_G0034635	Cypt14	X	0
MGP_CASTEiJ_G0015083		X	0
MGP_CASTEiJ_G0034503	Wdr45	X	57
MGP_CASTEiJ_G0013807		X	0
MGP_CASTEiJ_G0034504	Praf2	X	123
MGP_CASTEiJ_G0034505	Ccdc120	X	32
MGP_CASTEiJ_G0013808		X	0
MGP_CASTEiJ_G0013809		X	0
MGP_CASTEiJ_G0034506	Tfe3	X	43
MGP_CASTEiJ_G0009002	Gm26194	X	0
MGP_CASTEiJ_G0013810		X	0
MGP_CASTEiJ_G0013811		X	0
MGP_CASTEiJ_G0013812		X	0
MGP_CASTEiJ_G0015089		X	0
MGP_CASTEiJ_G0013813		X	0
MGP_CASTEiJ_G0034507	Gripap1	X	15
MGP_CASTEiJ_G0008992	Mir1198	X	0
MGP_CASTEiJ_G0034508	Kcnd1	X	0
MGP_CASTEiJ_G0013814		X	0
MGP_CASTEiJ_G0013815		X	0
MGP_CASTEiJ_G0034509	Otud5	X	100
MGP_CASTEiJ_G0013816		X	0
MGP_CASTEiJ_G0034510	Pim2	X	39
MGP_CASTEiJ_G0013724		X	0
MGP_CASTEiJ_G0013725		X	0
MGP_CASTEiJ_G0034511	Slc35a2	X	23
MGP_CASTEiJ_G0034512	Pqbp1	X	2
MGP_CASTEiJ_G0013817		X	0
MGP_CASTEiJ_G0034636	Gria3	X	0
MGP_CASTEiJ_G0034513	Timm17b	X	3
MGP_CASTEiJ_G0034514		X	0
MGP_CASTEiJ_G0034515		X	0
MGP_CASTEiJ_G0034516	Pcsk1n	X	0
MGP_CASTEiJ_G0009003	Gm22413	X	0
MGP_CASTEiJ_G0034517	Eras	X	1
MGP_CASTEiJ_G0013818		X	0
MGP_CASTEiJ_G0034518	Hdac6	X	18
MGP_CASTEiJ_G0013819		X	0
MGP_CASTEiJ_G0034637		X	34
MGP_CASTEiJ_G0013820		X	0
MGP_CASTEiJ_G0013821		X	0
MGP_CASTEiJ_G0009004	Gm44490	X	0
MGP_CASTEiJ_G0013726		X	0
MGP_CASTEiJ_G0034638	Xiap	X	92
MGP_CASTEiJ_G0034519	Gata1	X	0
MGP_CASTEiJ_G0013822		X	0
MGP_CASTEiJ_G0002319		X	0
MGP_CASTEiJ_G0034639	Stag2	X	1
MGP_CASTEiJ_G0013823		X	0
MGP_CASTEiJ_G0034640	Tenm1	X	0
MGP_CASTEiJ_G0034641	Gm43337	X	0
MGP_CASTEiJ_G0034520	Glod5	X	0
MGP_CASTEiJ_G0013824		X	0
MGP_CASTEiJ_G0013727		X	10
MGP_CASTEiJ_G0013728		X	0
MGP_CASTEiJ_G0013729		X	0
MGP_CASTEiJ_G0004583	Gm14820	X	0
MGP_CASTEiJ_G0034521	Suv39h1	X	4
MGP_CASTEiJ_G0037098	Gm24763	X	0
MGP_CASTEiJ_G0013825		X	0
MGP_CASTEiJ_G0034522	Was	X	0
MGP_CASTEiJ_G0037082	Gm22083	X	0
MGP_CASTEiJ_G0013826		X	0
MGP_CASTEiJ_G0013827		X	0
MGP_CASTEiJ_G0034643	Gm362	X	0
MGP_CASTEiJ_G0015084	Gm6787	X	0
MGP_CASTEiJ_G0013828		X	0
MGP_CASTEiJ_G0038507		X	0
MGP_CASTEiJ_G0013829		X	0
MGP_CASTEiJ_G0034523	Wdr13	X	36
MGP_CASTEiJ_G0034524	Rbm3	X	89
MGP_CASTEiJ_G0004584	Rbm3os	X	4
MGP_CASTEiJ_G0034525	Tbc1d25	X	31
MGP_CASTEiJ_G0013830		X	0
MGP_CASTEiJ_G0034644	Dcaf12l2	X	0
MGP_CASTEiJ_G0013831		X	0
MGP_CASTEiJ_G0013832		X	0
MGP_CASTEiJ_G0034526	Ebp	X	20
MGP_CASTEiJ_G0034527	Porcn	X	0
MGP_CASTEiJ_G0034645	Dcaf12l1	X	0
MGP_CASTEiJ_G0034646	Prr32	X	0
MGP_CASTEiJ_G0034528	Ftsj1	X	21
MGP_CASTEiJ_G0013833		X	0
MGP_CASTEiJ_G0013834		X	0
MGP_CASTEiJ_G0034529	Slc38a5	X	0
MGP_CASTEiJ_G0013835		X	0
MGP_CASTEiJ_G0037099	Gm25078	X	0
MGP_CASTEiJ_G0013836		X	0
MGP_CASTEiJ_G0004588	4930515L19Rik	X	0
MGP_CASTEiJ_G0034647	Actrt1	X	0
MGP_CASTEiJ_G0013837		X	0
MGP_CASTEiJ_G0039344		X	1
MGP_CASTEiJ_G0013838		X	0
MGP_CASTEiJ_G0013839		X	0
MGP_CASTEiJ_G0013840		X	0
MGP_CASTEiJ_G0013841		X	0
MGP_CASTEiJ_G0013842		X	1
MGP_CASTEiJ_G0034648	Smarca1	X	1
MGP_CASTEiJ_G0034649	Ocrl	X	71
MGP_CASTEiJ_G0034650	Apln	X	0
MGP_CASTEiJ_G0034651	Xpnpep2	X	0
MGP_CASTEiJ_G0034652	Sash3	X	0
MGP_CASTEiJ_G0034653	Zdhhc9	X	55
MGP_CASTEiJ_G0037100	Gm24038	X	0
MGP_CASTEiJ_G0034654	Utp14a	X	5
MGP_CASTEiJ_G0037101	Gm22528	X	0
MGP_CASTEiJ_G0037102	Gm22612	X	0
MGP_CASTEiJ_G0013843		X	0
MGP_CASTEiJ_G0034655	Bcorl1	X	5
MGP_CASTEiJ_G0034656	Elf4	X	4
MGP_CASTEiJ_G0034657	Aifm1	X	1
MGP_CASTEiJ_G0034658	Rab33a	X	0
MGP_CASTEiJ_G0034659	Zfp280c	X	3
MGP_CASTEiJ_G0034660	Slc25a14	X	2
MGP_CASTEiJ_G0009005	Gm27828	X	0
MGP_CASTEiJ_G0034661	Gpr119	X	0
MGP_CASTEiJ_G0034662	Rbmx2	X	7
MGP_CASTEiJ_G0034663	Gm595	X	0
MGP_CASTEiJ_G0013844		X	0
MGP_CASTEiJ_G0034664	Enox2	X	3
MGP_CASTEiJ_G0013845		X	0
MGP_CASTEiJ_G0013846		X	0
MGP_CASTEiJ_G0007358	Gm14696	X	0
MGP_CASTEiJ_G0004589	Gm14697	X	0
MGP_CASTEiJ_G0034665	Arhgap36	X	0
MGP_CASTEiJ_G0013847		X	0
MGP_CASTEiJ_G0034666	Olfr1320	X	0
MGP_CASTEiJ_G0034667	Olfr1321	X	0
MGP_CASTEiJ_G0034668	Igsf1	X	0
MGP_CASTEiJ_G0035621	n-R5s6	X	0
MGP_CASTEiJ_G0034669	Olfr1322	X	0
MGP_CASTEiJ_G0013848		X	0
MGP_CASTEiJ_G0034670	Olfr1323	X	0
MGP_CASTEiJ_G0009612	Gm23385	X	0
MGP_CASTEiJ_G0013849		X	0
MGP_CASTEiJ_G0034671	Olfr1324	X	0
MGP_CASTEiJ_G0013850		X	0
MGP_CASTEiJ_G0015090		X	7
MGP_CASTEiJ_G0034672	Stk26	X	0
MGP_CASTEiJ_G0034673		X	0
MGP_CASTEiJ_G0034674	Rap2c	X	0
MGP_CASTEiJ_G0013851		X	0
MGP_CASTEiJ_G0034675	Mbnl3	X	0
MGP_CASTEiJ_G0013852		X	0
MGP_CASTEiJ_G0013853		X	0
MGP_CASTEiJ_G0035352		X	0
MGP_CASTEiJ_G0013854		X	0
MGP_CASTEiJ_G0013855		X	0
MGP_CASTEiJ_G0009006	Gm25241	X	0
MGP_CASTEiJ_G0013856		X	0
MGP_CASTEiJ_G0034530	B630019K06Rik	X	5
MGP_CASTEiJ_G0034676	Hs6st2	X	0
MGP_CASTEiJ_G0013730		X	0
MGP_CASTEiJ_G0013857		X	0
MGP_CASTEiJ_G0034677	Usp26	X	0
MGP_CASTEiJ_G0013858		X	0
MGP_CASTEiJ_G0038341	Gm22539	X	0
MGP_CASTEiJ_G0034678	1700080O16Rik	X	0
MGP_CASTEiJ_G0034679	Gpc4	X	16
MGP_CASTEiJ_G0034680	Gpc3	X	2
MGP_CASTEiJ_G0004590	Gm14582	X	0
MGP_CASTEiJ_G0009007	Mir6384	X	0
MGP_CASTEiJ_G0009008	Mir717	X	0
MGP_CASTEiJ_G0004591	A630012P03Rik	X	0
MGP_CASTEiJ_G0009009	Mir19b-2	X	0
MGP_CASTEiJ_G0009010	Mir20b	X	0
MGP_CASTEiJ_G0009011	Mir18b	X	0
MGP_CASTEiJ_G0009012	Mir106a	X	0
MGP_CASTEiJ_G0015091	Kis2	X	0
MGP_CASTEiJ_G0013859		X	0
MGP_CASTEiJ_G0034681	Ccdc160	X	0
MGP_CASTEiJ_G0013731		X	3
MGP_CASTEiJ_G0013860		X	0
MGP_CASTEiJ_G0013861		X	0
MGP_CASTEiJ_G0034682	Phf6	X	8
MGP_CASTEiJ_G0034683	Hprt	X	22
MGP_CASTEiJ_G0009013	Mir450b	X	0
MGP_CASTEiJ_G0009014	Mir450-1	X	0
MGP_CASTEiJ_G0009015	Mir450-2	X	0
MGP_CASTEiJ_G0009016	Mir542	X	0
MGP_CASTEiJ_G0007359	Gm28730	X	0
MGP_CASTEiJ_G0009017	Mir351	X	0
MGP_CASTEiJ_G0009018	Mir503	X	0
MGP_CASTEiJ_G0009019	Mir322	X	0
MGP_CASTEiJ_G0015092	C430049B03Rik	X	1
MGP_CASTEiJ_G0034684	Plac1	X	0
MGP_CASTEiJ_G0034685	Fam122b	X	3
MGP_CASTEiJ_G0034686	Fam122c	X	0
MGP_CASTEiJ_G0009613	Gm23718	X	0
MGP_CASTEiJ_G0013862		X	0
MGP_CASTEiJ_G0034687	Mospd1	X	5
MGP_CASTEiJ_G0034688	Etd	X	0
MGP_CASTEiJ_G0034689		X	1
MGP_CASTEiJ_G0034690		X	0
MGP_CASTEiJ_G0013863		X	0
MGP_CASTEiJ_G0013864		X	0
MGP_CASTEiJ_G0034691		X	3
MGP_CASTEiJ_G0034692		X	0
MGP_CASTEiJ_G0034693	Cxx1c	X	0
MGP_CASTEiJ_G0015093		X	0
MGP_CASTEiJ_G0034694	4930502E18Rik	X	0
MGP_CASTEiJ_G0034531	4930402K13Rik	X	0
MGP_CASTEiJ_G0034695	1700013H16Rik	X	0
MGP_CASTEiJ_G0013865		X	0
MGP_CASTEiJ_G0013866		X	0
MGP_CASTEiJ_G0034696	Zfp36l3	X	0
MGP_CASTEiJ_G0039345		X	0
MGP_CASTEiJ_G0039336		X	0
MGP_CASTEiJ_G0038514		X	0
MGP_CASTEiJ_G0034697		X	0
MGP_CASTEiJ_G0034698	Gm773	X	0
MGP_CASTEiJ_G0039346		X	0
MGP_CASTEiJ_G0039347		X	0
MGP_CASTEiJ_G0034532	Lancl3	X	0
MGP_CASTEiJ_G0013867		X	0
MGP_CASTEiJ_G0013868		X	0
MGP_CASTEiJ_G0007360	1600025M17Rik	X	0
MGP_CASTEiJ_G0034699	Zfp449	X	1
MGP_CASTEiJ_G0004592		X	2
MGP_CASTEiJ_G0034700	Ddx26b	X	93
MGP_CASTEiJ_G0034701	Gm10477	X	0
MGP_CASTEiJ_G0034702	Gm648	X	0
MGP_CASTEiJ_G0034703	Mmgt1	X	27
MGP_CASTEiJ_G0009020	Mir5116	X	0
MGP_CASTEiJ_G0034704	Slc9a6	X	11
MGP_CASTEiJ_G0037103	Gm26312	X	0
MGP_CASTEiJ_G0034705	Fhl1	X	8
MGP_CASTEiJ_G0037104	Gm23258	X	0
MGP_CASTEiJ_G0034706	Mtap7d3	X	0
MGP_CASTEiJ_G0034533	Gm14862	X	0
MGP_CASTEiJ_G0034707		X	0
MGP_CASTEiJ_G0034534		X	1
MGP_CASTEiJ_G0034708	Brs3	X	0
MGP_CASTEiJ_G0034709	Htatsf1	X	32
MGP_CASTEiJ_G0034710	Vgll1	X	0
MGP_CASTEiJ_G0004593	Gm14718	X	0
MGP_CASTEiJ_G0034711	Cd40lg	X	0
MGP_CASTEiJ_G0034712	Arhgef6	X	23
MGP_CASTEiJ_G0034713	Rbmx	X	24
MGP_CASTEiJ_G0038342	Snord61	X	0
MGP_CASTEiJ_G0034714	Gm364	X	0
MGP_CASTEiJ_G0034715	Gpr101	X	0
MGP_CASTEiJ_G0013869		X	0
MGP_CASTEiJ_G0013870		X	0
MGP_CASTEiJ_G0039348		X	0
MGP_CASTEiJ_G0013871		X	0
MGP_CASTEiJ_G0013872		X	0
MGP_CASTEiJ_G0013873		X	0
MGP_CASTEiJ_G0037105	Gm25023	X	0
MGP_CASTEiJ_G0034716	Zic3	X	0
MGP_CASTEiJ_G0013874		X	0
MGP_CASTEiJ_G0013716		X	0
MGP_CASTEiJ_G0013717		X	0
MGP_CASTEiJ_G0013875		X	0
MGP_CASTEiJ_G0037106	Gm25851	X	0
MGP_CASTEiJ_G0013876		X	0
MGP_CASTEiJ_G0013877		X	0
MGP_CASTEiJ_G0034535	Cybb	X	0
MGP_CASTEiJ_G0034717	4930550L24Rik	X	0
MGP_CASTEiJ_G0034718	Fgf13	X	0
MGP_CASTEiJ_G0035656	Gm26351	X	0
MGP_CASTEiJ_G0009021	Mir504	X	0
MGP_CASTEiJ_G0037107	Gm26487	X	0
MGP_CASTEiJ_G0013878		X	0
MGP_CASTEiJ_G0037083	Gm25481	X	0
MGP_CASTEiJ_G0009022	Gm44500	X	0
MGP_CASTEiJ_G0013879		X	0
MGP_CASTEiJ_G0034719	F9	X	0
MGP_CASTEiJ_G0013880		X	1
MGP_CASTEiJ_G0013881		X	0
MGP_CASTEiJ_G0034720	Mcf2	X	0
MGP_CASTEiJ_G0034721	Atp11c	X	10
MGP_CASTEiJ_G0037108	Gm22287	X	0
MGP_CASTEiJ_G0009023	Mir505	X	0
MGP_CASTEiJ_G0034722	Gm7073	X	0
MGP_CASTEiJ_G0034536	Dynlt3	X	27
MGP_CASTEiJ_G0013882		X	0
MGP_CASTEiJ_G0004594		X	0
MGP_CASTEiJ_G0013883		X	7
MGP_CASTEiJ_G0013884		X	0
MGP_CASTEiJ_G0013885		X	0
MGP_CASTEiJ_G0013886		X	17
MGP_CASTEiJ_G0013887		X	0
MGP_CASTEiJ_G0034723	Sox3	X	0
MGP_CASTEiJ_G0004595	Gm14662	X	0
MGP_CASTEiJ_G0013888		X	0
MGP_CASTEiJ_G0013889		X	0
MGP_CASTEiJ_G0007361	Gm14664	X	0
MGP_CASTEiJ_G0013890		X	0
MGP_CASTEiJ_G0015094	C230004F18Rik	X	0
MGP_CASTEiJ_G0009024		X	0
MGP_CASTEiJ_G0034724	Cdr1	X	0
MGP_CASTEiJ_G0013891		X	0
MGP_CASTEiJ_G0013892		X	0
MGP_CASTEiJ_G0013893		X	0
MGP_CASTEiJ_G0013894		X	0
MGP_CASTEiJ_G0034725	Ldoc1	X	0
MGP_CASTEiJ_G0013895		X	1
MGP_CASTEiJ_G0013896		X	0
MGP_CASTEiJ_G0013897		X	0
MGP_CASTEiJ_G0013898		X	0
MGP_CASTEiJ_G0013899		X	0
MGP_CASTEiJ_G0034726	4933402E13Rik	X	0
MGP_CASTEiJ_G0013900		X	0
MGP_CASTEiJ_G0034537	Hypm	X	0
MGP_CASTEiJ_G0034538	4930557A04Rik	X	0
MGP_CASTEiJ_G0034727	4931400O07Rik	X	0
MGP_CASTEiJ_G0007362		X	0
MGP_CASTEiJ_G0013901		X	0
MGP_CASTEiJ_G0013902		X	0
